CKY_ART;DESCR;CATEGORIA;COSTO
0000043845;!(OUTLET) MB ASROCK 775I65G;89;26,238
0000043846;!Stampante termica Zebra QLN;56;903,765
0000043847;!(OUTLET) SMARTPHONE ASUS ZE;89;127,5
0000043848;!(OUTLET) ANTENNA UBIQUITI L;89;41,73
0000043849;!TV LED 75 SAMSUNG UE75NU71;31;1432,05
0000043850;!>SMARTPHONE HUAWEI HONOR 9;91;245,685
0000043851;!>SMARTPHONE HUAWEI HONOR 9;91;245,7
0000043852;!SMARTPHONE SAMSUNG GALAXY S;91;520,05
0000043853;!<SMARTPHONE HUAWEI Y6 2018;91;152,61
0000043854;!%BOX SMART TV ANDROID ANDOW;1;48,9
0000043855;!SMARTPHONE HUAWEI Y6 2018 B;91;154,47
0000043856;!SMARTPHONE HUAWEI P SMART B;91;191,175
0000043857;!CALCOLATRICE MEDIACOM DC271;14;16,455
0000043858;!CALCOLATRICE MEDIACOM DC262;14;15,675
0000043859;!%BOX SMART TV ANDROID ANDOW;1;43,65
0000043860;!PC HP All In One 24-F0002NL;56;771,975
0000043861;!CONGELATORE ORIZZ. SEKOM 20;56;210,09
0000043862;!print server TP-Link TL-PS1;56;43,14
0000043863;!TV LED 32 LG 32LK6200;31;273,825
0000043864;!>CAVO DATI ZEBRA CBA-U46-S0;7;32,13
0000043865;!Wi-Fi adattatore Hamlet IEE;56;18,555
0000043866;!TV LED 28 LG 28TK430V;31;158,895
0000043867;!SMARTPHONE SAMSUNG GALAXY J;91;166,125
0000043868;!SMARTPHONE SAMSUNG GALAXY J;91;146,865
0000043869;!TV LED 49 SAMSUNG SAMSUNG;31;631,35
0000043870;!HOME CINEMA YAMAHA YAS-207;56;295,65
0000043871;!<SMARTPHONE SAMSUNG GALAXY;91;147,57
0000043872;!UPS trust online 20449;56;134,85
0000043873;!<SMARTPHONE SAMSUNG GALAXY;91;146,79
0000043874;!UPS APC 1500VA SMC1500IC;56;707,67
0000043875;!NOTEBOOK HP 2570P RICONDIZI;85;175,02
0000043876;!<NOTEBOOK ASUS X540MA-GQ024;54;307,68
0000043877;!<TV LED 55 LG 55UK6400;31;427,35
0000043878;!NOTEBOOK HP PROBOOK 6560B R;85;210
0000043879;!<NOTEBOOK LENOVO X240 RICON;85;276,645
0000043880;!NOTEBOOK DELL E6230 RICONDI;85;270
0000043881;!PC SONY VAIO 20 RICONDIZ.;81;441
0000043882;!NOTEBOOK MACBOOK PRO RICOND;85;879,87
0000043883;!NOTEBOOK MACBOOK PRO RICOND;85;876
0000043884;!NOTEBOOK HP PROBOOK 640 G1;85;292,74
0000043885;!NOTEBOOK LIFEBOOK S710 RICO;85;173,355
0000043886;!NON USARE;85;483,75
0000043887;!PC HP 800 G1 RICONDIZIONATO;81;696
0000043888;!NOTEBOOK HP PROBOOK 6570 RI;85;324,855
0000043889;!MB ASUS PRIME H310I-PLUS/CS;56;97,5
0000043890;!MB MSI B450-A PRO;35;105,915
0000043891;!MB MSI MEG Z390 ACE (1151-v;35;310,665
0000043892;!ROUTER Foscam FI9900P Netwe;56;108,3
0000043893;!TP-Link Mobiler Hotspot M76;56;203,625
0000043894;!NOTEBOOK ASUS X540MA-GQ024;54;277,5
0000043895;!HD LaCie Porsche Design;56;89,25
0000043896;!<MONITOR HP 23 1JS06AT;47;195,825
0000043897;VGA MSI RX 5500 XT MECH 8GB;51;228,72
0000043898;!<NOTEBOOK LENOVO V130-15IKB;54;741,03
0000043899;!Box per HDD 3,5 Sata USB 3.;56;33,18
0000043900;!Mouse HP 200 Ottico Wireles;56;17,1
0000043901;!Scanner di codici a barre p;56;133,11
0000043902;!Scanner di codici a barre p;56;161,64
0000043903;MULTIPRESA TECHMADE 3 POSTI;52;12,87
0000043904;!VIDEOGAME WII U ASSASSINS C;57;30,3
0000043905;!SBATTITORE MOULINEX 450W HM;55;33,78
0000043906;!FRIGO SEKOM COMBI 273LT (SH;55;293,88
0000043907;!FRULLATORE KENWOOD MINIPIME;82;39
0000043908;!ALIMENTATORE TRUST 65W UNIV;3;30,84
0000043909;!AURICOLARI JBL (T110BLK) NE;70;17,31
0000043910;!Etichetta termica Zebra 800;56;102,96
0000043911;!MB ASROCK J4105M;35;86,04
0000043912;!PC HP 8200 RICONDIZ.;71;85,2
0000043913;!%PC HP 6200 PRO SFF RICONDI;13;138,315
0000043914;!PC HP 6300 PRO SFF RICONDIZ;71;124,845
0000043915;!%PC HP 6005 PRO MT RICONDIZ;13;76,755
0000043916;%BOX SMART TV ANDROID TECH-I;1;30,75
0000043917;!<PC HP 400 G5 4HR68EA;13;793,755
0000043918;!Terminale palmare Datalogic;56;451,245
0000043919;!PS4 MINECRAFT  NUOVA EDIZIO;98;36
0000043920;!Stampante laser Ricoh SP C2;56;212,34
0000043921;PANNELLO MACH POWER 48 PORTE;88;57,06
0000043922;!ARMADIO PARETE 15U P600XL60;88;161,04
0000043923;!Monitor LCD Acer V246HL 24;88;109,41
0000043924;!SMARTWATCH TECHMADE;40;28,92
0000043925;!SMARTWATCH TECHMADE TM-FREE;40;28,92
0000043926;!SMARTWATCH TECHMADE TM-FREE;40;28,92
0000043927;!SMARTWATCH TECHMADE TM-FREE;40;28,92
0000043928;!MARTWATCH TECHMADE TM-FREET;40;28,92
0000043929;!MARTWATCH TECHMADE TM-FREET;40;28,92
0000043930;!SMARTWATCH TECHMADE TM-FREE;40;28,92
0000043931;!SMARTWATCH TECHMADE TM-FREE;40;28,92
0000043932;!APPLE IPHONE 11 128GB 6.1;91;892,35
0000043933;!MONITOR 27 PHILIPS 278E9QJ;47;258,495
0000043934;!%PC HP 8200 USDT RICONDIZIO;13;130,5
0000043935;!<STAMPANTE MULTIFUNZIONE EP;23;55,38
0000043936;!TABLET LENOVO 8 1+16 GB;60;107,34
0000043937;!>TABLET LENOVO TAB10 2+16GB;60;221,37
0000043938;%BATTERIE DURACELL D2 PLUS;37;10,455
0000043939;%BATTERIE DURACELL B2 PLUS (;37;9,756
0000043940;%BATTERIE DURACELL MN21 BL2;37;9,03
0000043941;BATTERIE DURACELL LITIO 2016;37;8,9769
0000043942;!CONNETTORE BNC MASCHIO VULT;92;11,94
0000043943;!PC FUJITSU ESPRIMO P558;13;623,1
0000043944;!Bravo telecomando dedicato;56;17,4
0000043945;!TRUST ALIMENTATORE UNIVERSA;56;22,32
0000043946;!(OUTLET) ROUTER FRITZ BOX 3;89;30
0000043947;!(OUTLET) MB GBT GA-H110M-S2;89;41,475
0000043948;!(OUTLET) MONITOR 22 PHILIP;89;73,95
0000043949;!(OUTLET) STAMPANTE BROTHER;89;207,9
0000043950;%BATTERIE DURACELL CR/DL2032;37;8,925
0000043951;!Hard Disk HGST Ultrastar 7K;56;217,185
0000043952;!(OUTLET) UPS TECNOWARE ERA;89;32,55
0000043953;!NOTEBOOK LENOVO V130 (81HN0;54;491,13
0000043954;!<NOTEBOOK LENOVO V110 (80TD;54;270,495
0000043955;!<NOTEBOOK LENOVO V330 81AX0;54;906
0000043956;!HDD Seagate Barracuda Pro;56;393,75
0000043957;!Atlantis Land Lettore codic;56;53,115
0000043958;!PC All In One AC22-860 DQ.B;56;812,34
0000043959;!base d'appoggio Datalogic 9;56;122,205
0000043960;!SSD HP 512 GB D8F30AT;56;410,22
0000043961;!PC ALL IN ONE Lenovo V530-2;56;676,5
0000043962;!NOTEBOOK HP 8770W RICONDIZI;85;571,95
0000043963;!PC All In One ASUS V241ICUK;56;917,94
0000043964;!NOTEBOOK FUJITSU E751 RICON;85;250,725
0000043965;!MONITOR 22 PHILIPS 227E6LD;47;98,28
0000043966;!BORSA PER NOTEBOOK TECHBAG-;4;22,65
0000043967;!BORSA PER NOTEBOOK TECHBAG-;4;22,65
0000043968;!BORSA PER NOTEBOOK TECHBAG-;4;22,65
0000043969;!BORSA PER NOTEBOOK TECHBAG-;4;25,41
0000043970;!TECHMADE GEMBIRD NOTEBOOK C;4;17,325
0000043971;!NON USARE;4;15,69
0000043972;!(OUTLET) VGA HP V3900 1 GB;89;62,175
0000043973;!(OUTLET) MB ASROCK H81M-VG4;89;26,88
0000043974;!(OUTLET) BOX ESTERNO VULTEC;89;18,945
0000043975;!(OUTLET) MB ASROCK H81M-HDS;89;40,965
0000043976;!(OUTLET) WEBCAM VULTECH WEB;89;11,64
0000043977;!(OUTLET) ROUTER ADSL2 TP-LI;89;21
0000043978;!(OUTLET) STAMPANTE SAMSUNG;89;70,35
0000043979;!HARD DISK WD 2 TB SATA 3 RI;33;63,735
0000043980;!HARD DISK WD 6 TB (WD60EFRX;33;145,365
0000043981;!<HARD DISK WD 4 TB (WD40EZR;33;81,42
0000043982;!HARD DISK WD 2 TB (WD20EZRZ;33;50,475
0000043983;!HARD DISK WD 1 TB (WD1003FZ;33;61,695
0000043984;!HARD DISK WD 1 TB (WD10EZEX;33;35,94
0000043985;!<NOTEBOOK ACER A515-51G-81Z;54;1129,53
0000043986;!NOTEBOOK ASUS S510UF-BR532T;54;825,84
0000043987;!PC LENOVO 510S-07ICB 90K8;13;796,02
0000043988;!ASUS PRIME Z490-A  1200   D;56;243,045
0000043989;!BATTERIE ALCALINE MINISTILO;37;25,4775
0000043990;!TELECOMANDO FEAL COMMANDER;1;17,97
0000043991;!PEN DRIVE KINGSTON 16 GB US;25;10,38
0000043992;!PEN DRIVE KINGSTON 32 GB US;25;12,81
0000043993;HARD DISK SSD CRUCIAL BX500;33;56,22
0000043994;!SO-DDR4 KINGSTON 8 GB 2400;29;45,09
0000043995;!VGA MSI GTX 1060 6GB GAMING;51;328,5
0000043996;!TV LED 50 LG 50UK6500;31;450,87
0000043997;!VGA SAPPHIRE RX 590 8G SPEC;51;246,615
0000043998;!<MB MSI MPG Z390 GAMING PRO;35;187,155
0000043999;!%PC HP 6300 PRO MT RICONDIZ;13;172,5
0000044000;!CARTUCCIA COMPATIBILE EPSON;43;9,39
0000044001;!Kit codici a barre DATALOGI;56;261,6
0000044002;!Monitor Philips 241P6EPJEB;56;218,85
0000044003;!FIREWALL ZYXEL ZYXUSG-40W-B;56;544,62
0000044004;!Monitor LCD Fujitsu B24-8;56;201,69
0000044005;!Monitor Philips 246E7QDSW;56;175,35
0000044006;!ADATTATORE HAMLET XADU3SATA;56;20,28
0000044007;!Borsa Hamlet XNBAG156BPK;56;24,585
0000044008;TAPPO CIECO 503 BIANCO 4NET;88;10,065
0000044009;!MEMORIA PEN DRIVE TRANSCEND;25;13,815
0000044010;!ASCIUGACAPELLI  EH-NA65-K82;55;67,485
0000044011;!<PC ASUS A41GAT-BD025T;81;488,64
0000044012;!ARMADIO DA PARETE NB-SECURE;88;99,48
0000044013;!TV LED 49 LG 49UK6470;31;359,73
0000044014;!NOTEBOOK ASUS T101HA-GR060T;54;322,575
0000044015;!VGA POWERCOLOR RADEON 8 GB;51;316,8
0000044016;!Ubiquiti EdgeRouter ER-X-SF;56;83,175
0000044017;!NON USARE;56;9
0000044018;!Monitor AOC E2470SWDA 24;56;117,225
0000044019;!MB ASUS ROG STRIX B250G GAM;35;97,68
0000044020;!Adattatore DisplayPort VGA/;56;18,495
0000044021;!BIALETTI M.CAFFE' CAPSULE (;56;44,4
0000044022;!PYRAMIDEA MACCHINA PER WAFF;56;17,325
0000044023;!TV LED 65 UHD LG 65UK6400P;31;894
0000044024;!<MONITOR 22 SAMSUNG S22E45;47;135
0000044025;!<STAMPANTE ZEBRA ZT220;23;807,93
0000044026;!STAMPANTE OKI MFP MC363DN;56;240
0000044027;!SERVER TOWER HP HPE ML30;96;731,73
0000044028;!NON USARE;81;433,35
0000044029;!<PC LCD MSI PRO 24X 7M-008X;81;541,35
0000044030;!>PC LCD MSI PRO 24X 7M-006E;81;831,315
0000044031;!CELLULARE IPHONE 8;91;786
0000044032;!CPU INTEL I9-9900K 1151 BOX;20;395,505
0000044033;!HD WD 2 TB WDBYFT0020BYL-WE;56;85,38
0000044034;!<SMARTPHONE LG K9 BLUE;91;102,96
0000044035;!<SMARTPHONE SAMSUNG GALAXY;91;194,055
0000044036;!SMARTPHONE SAMSUNG GALAXY J;91;194,055
0000044037;!MEDIA CONVERTER GIGABIT/FIB;56;68,25
0000044038;!DDR4 KINGSTON 16 GB PC3200;29;91,965
0000044039;<MB ASUS PRIME Z390-P 90MB0X;35;143,79
0000044040;!PC Fujitsu ESPRIMO P558;56;1179
0000044041;!SCHEDA LJ41-09423A PER TV S;1;28,56
0000044042;!PC ASUS V241ICUK-BA177T;13;837,705
0000044043;!SOFTWARE KASPERSKY INTERNET;69;32,025
0000044044;!Adattatore HAMLET SATA a US;56;24,6
0000044045;!<TV LED 60 LG 60UK6200;31;542,925
0000044046;!NOTEBOOK LENOVO 81AX00E8IX;54;629,985
0000044047;!<NOTEBOOK LENOVO 81HN00H7IX;54;420,78
0000044048;!MK0C2ZM/A Apple Pencil;60;121,455
0000044049;!MR6N2TY/A iPad 2018 32Gb Wi;56;567,63
0000044050;!MR7F2TY/A iPad 2018 32Gb Wi;56;419,67
0000044051;!MR7K2TY/A iPad 2018 128Gb W;56;512,52
0000044052;!SCHEDA T320HVN05 CTRL BD 3T;1;30,27
0000044053;!%MONITOR LG E1910PM 19 LED;47;43,245
0000044054;!STAMPANTE CANON I-SENSYS MF;23;327,78
0000044055;!STAMPANTE CANON I-SENSYS LB;23;187,35
0000044056;!STAMPANTE CANON I-SENSYS LB;23;243,615
0000044057;!HARD DISK SEAGATE 1 TB 2,5;33;69,33
0000044058;!HARD DISK SSD WD 500GB WDS5;33;138,6
0000044059;!DDR4 CORSAIR 16 GB 3000;29;176,85
0000044060;!VGA Asrock Radeon RX 570 4G;56;186,99
0000044061;!UbiQuiti UniFi UVC-G3-DOME;56;154,05
0000044062;VGA MSI V341-236R ARMOR 8G O;51;277,74
0000044063;!UPS APC Back ES400VA BE400-;56;82,95
0000044064;!UbiQuiti UniFi Switch 24 po;56;207,87
0000044065;!Alimentatore Thermaltake SM;56;105,825
0000044066;!PC All In One Acer VZ4820G;56;892,485
0000044067;!<PC DELL VOSTRO 3470 SFF;13;413,91
0000044068;!NOTEBOOK LENOVO V110-15AST;56;609
0000044069;!<PC ACER VERITON S2660G;13;749,055
0000044070;!<PC ACER ES2710G (DT.VQEET.;13;491,25
0000044071;!CARTUCCIA ORIGINALE EPSON;56;58,995
0000044072;!ROUTER NETGEAR NIGHTHAWK PR;56;303,465
0000044073;!NON USARE;56;9
0000044074;!NOTEBOOK HP 2570P RICONDIZ.;85;199,605
0000044075;!NOTEBOOK HP 8440P RICONDIZI;85;175,02
0000044076;!%PC DELL 990 USFF RICONDIZ.;13;122,685
0000044077;!STAMPANTE BROTHER DCP-L3550;23;352,575
0000044078;!RADIOMICROFONO KARMA VHF SE;82;48,75
0000044079;!RADIOMICROFONO KARMA VHF SE;82;48,75
0000044080;!BARRA AMPLIF. KARMA SOUNDBA;82;77,58
0000044081;!%BOX SMART TV ANDROID H96 2;1;42
0000044082;!%CUFFIA MINI-2 TWS BIANCA;45;17,25
0000044083;!SUPPORTO A PARETE NVS LCD50;1;39,81
0000044084;!NOTEBOOK LENOVO X230 RICOND;85;225
0000044085;!%PC HP PRO 600 G1 RICONDIZI;71;337,89
0000044086;!CPU AMD RYZEN 7 1700X AM4;20;235,905
0000044087;!SO-DDR4 CRUCIAL 16 GB 2666;29;68,445
0000044088;!DDR4 Kingston 16GB PC 3200;56;152,25
0000044089;!UPS NILEOX 700VA;56;58,005
0000044090;!FERRO DA STIRO TERMOZETA IN;55;63
0000044091;SCOPA ELETTRICA TERMOZETA SE;55;65,115
0000044092;!ASPIRAPOLVERE TERMOZETA KOM;55;30
0000044093;!GENERATORE DI VAPORE TERMOZ;55;60
0000044094;!ASCIUGACAPELLI TERMOZETA SI;55;24
0000044095;!ASCIUGACAPELLI TERMOZETA CL;55;15,4995
0000044096;!ASCIUGACAPELLI TERMOZETA SU;55;23,265
0000044097;!FERRO DA STIRO TERMOZETA IN;55;21,78
0000044098;!FERRO DA STIRO TERMOZETA CL;55;23,265
0000044099;!TOSTIERA TERMOZETA 2000 CHR;55;16,389
0000044100;FERRO DA STIRO TERMOZETA NO;55;86,985
0000044101;TRITATUTTO TERMOZETA TRITTY;55;22,425
0000044102;SPREMIAGRUMI TERMOZETA 76008;55;24,015
0000044103;!FRULLATORE TERMOZETA MIXER;55;23,265
0000044104;FRULLATORE TERMOZETA MIXER 5;55;28,155
0000044105;!ORNO ELETTRICO TERMOZETA IL;55;53,97
0000044106;TAGLIACAPELLI TERMOZETA 5000;55;22,395
0000044107;!%TAGLIACAPELLI TERMOZETA SU;55;18,93
0000044108;TAGLIACAPELLI TERMOZETA 3000;55;17,25
0000044109;TAGLIAPELI TERMOZETA TRIMMER;55;13,77
0000044110;!BILANCIA TERMOZETA BODY CON;55;23,265
0000044111;BILANCIA TERMOZETA BIBI MULT;55;21,78
0000044112;!VGA ASROCK RADEON 4 GB;51;146,25
0000044113;!VGA ASUS GTX 1050 TI 4 GB;51;211,695
0000044114;!VGA GBT GTX 1050 3 GB;51;159,42
0000044115;!<SMARTPHONE HUAWEI HONOR VI;91;274,65
0000044116;!<SO-DDR4 CRUCIAL 16 GB 2400;29;65,505
0000044117;!MB MSI B450M GAMING PLUS;35;111,165
0000044118;!FERRO DA STIRO TERMOZETA IN;55;21,78
0000044119;!ASPIRAPOLVERE TERMOZETA KOM;55;30
0000044120;!SOFTWARE KASPERSKY SMALL OF;69;124,8
0000044121;!Switch StarTech.com SV231DD;56;272,295
0000044122;!Powerline Fritz 20002824;56;116,04
0000044123;!Cavo switch StarTech.com;56;40,425
0000044124;!MS WS16 ESS ROK IT-STOCK IT;56;366,15
0000044125;!HPE Foundation Care H9CG8E;56;122,25
0000044126;!TONER ORIGINALE BROTHER TN4;87;158,535
0000044127;!Batteria DURACELL 2500 mAh;56;17,1
0000044128;!Adattatore video USB-C a HD;56;25,71
0000044129;!SOFTWARE WINDOWS SERVER 201;69;448,995
0000044130;HARD DISK TOSHIBA 1 TB P300;33;41,685
0000044131;!VGA MSI GeForce® GTX 1070 T;56;519,9
0000044132;!Power SupplyBe Quiet Pure 7;56;109,35
0000044133;!Cooler Enermax LiqTech TR4;56;142,305
0000044134;!(OUTLET) MONITOR PHILIPS 24;89;106,779
0000044135;!(OUTLET) CASSA AUDIO KARMA;89;114,105
0000044136;HARD DISK WD 3 TB RICONDIZ.;33;78,735
0000044137;HARD DISK WD 4 TB RICONDIZ.;33;95,805
0000044138;!(OUTLET) HARD DISK TOSHIBA;89;35,43
0000044139;!(OUTLET) HARD DISK TOSHIBA;89;32,25
0000044140;!(OUTLET) TV LED 50 ARIELLI;89;212,775
0000044141;!(OUTLET) VGA XFX RX-460P2S;89;87,855
0000044142;!(OUTLET) MB MSI Z370 GAMING;89;87,5415
0000044143;!(OUTLET) TV LED 43 LG 43LJ;89;244,695
0000044144;!(OUTLET) MSI Z270 GAMING PR;89;112,8
0000044145;!(OUTLET) MB GBT Z370-P D3;89;79,95
0000044146;!PC LENOVO 10S6001GIX;13;1246,26
0000044147;!NOTEBOOK LENOVO YOGA 520-14;54;666
0000044148;! NON USARE;56;82,35
0000044149;!VGA ASUS GTX 1060 6GB;56;408,54
0000044150;<MB ASUS PRIME Z390-A (1151-;35;192,51
0000044151;!MB ASROCK B450M PRO4;35;91,56
0000044152;!MB ASROCK J3355M;56;72,285
0000044153;!<MB MSI MPG Z390 GAMING PRO;35;226,71
0000044154;!MB MSI X399 SLI PLUS;56;342
0000044155;!MB Gigabyte GA-Z390-UD;56;141,75
0000044156;!Switch UbiQuiti UniFi 16-Po;56;332,85
0000044157;!NAS Server WD 3TB My Cloud;56;172,05
0000044158;HARD DISK SSD WD 1 TB WDS100;33;111,06
0000044159;!%MB ASUS ROG STRIX Z390-E G;35;243,84
0000044160;!UbiQuiti UniFi UVC-G3-AF Ne;56;162,6
0000044161;!%PC ESPRIMO P710 RICONDIZIO;13;138,18
0000044162;!%PC HP 8200 SFF RICONDIZION;13;159,75
0000044163;!<PC DELL 3020 SFF RICONDIZ.;71;189
0000044164;!TRANS FLASH TEAMGROUP 32 GB;25;22,35
0000044165;!TRANS FLASH PNY 64 GB (SDU6;25;26,85
0000044166;!PEN DRIVE TEAMGROUP 4 GB US;25;12,015
0000044167;!PEN DRIVE VERBATIM 32 GB US;25;13,86
0000044168;!PEN DRIVE TEAMGROUP 32 GB U;25;17,805
0000044169;!PEN DRIVE TEAMGROUP 16 GB U;25;14,805
0000044170;!TRANS FLASH TEAMGROUP 4 GB;25;10,815
0000044171;!Adattatore Powerline Networ;56;171,81
0000044172;!Workstation Fujitsu CELSIUS;56;1439,805
0000044173;!Server HPE ProLiant ML350;56;2560,89
0000044174;!Modulo alimentazione HPE;56;150,75
0000044175;!Disco rigido HPE 300 GB SAS;56;162,33
0000044176;<CONTROLLER HPE P408I-A 8043;21;358,44
0000044177;!Access Point Cisco WAP571E;56;353,37
0000044178;!Cavo adattatore Zebra;56;32,13
0000044179;!BARRA ALIM.19 CON 8 PRESE;52;45,975
0000044180;!<SMARTPHONE XIAOMI NOTE 6 P;91;210
0000044181;%ACCESS POINT TP-LINK EAP225;53;87,015
0000044182;!Cavo StarTech.com USB-C a U;56;22,86
0000044183;!VENTOLA Corsair Hyrdo Serie;56;204,105
0000044184;!HDD SEAGATE 1TB 2,5;56;61,5
0000044185;!VGA Palit GeForce® GTX 1060;56;331,5
0000044186;!NAS Server QNAP TS-453BE-2G;56;510
0000044187;!VGA Palit GeForce GTX 1080;56;580,5
0000044188;!COLLA GRINGO 10G;62;10,65
0000044189;!AMPLIFICATORE KARMA PAA 120;82;287,85
0000044190;RADIOMICROFONO KARMA VHF SET;82;78,42
0000044191;RADIOMICROFONO KARMA VHF SET;82;72,495
0000044192;!Tastiera e mouse Microsoft;56;45,495
0000044193;<SUPPORTO ZEBRA ST1000;1;104,625
0000044194;!TONER CANON 719 3479B002;56;78,57
0000044195;!(OUTLET) HARD DISK TOSHIBA;89;50,16
0000044196;!<TV LED 55 LG 55UK6500;31;539,01
0000044197;!%IPAD APPLE 2018 (MR7G2TY/A;60;418,47
0000044198;!%IPAD APPLE 2018 (MR7F2TY/A;60;418,47
0000044199;!NOTEBOOK DELL VOSTRO 3578;56;1004,565
0000044200;!LETTORE SMART CARD EWENT EW;36;14,34
0000044201;!<SMARTPHONE HUAWEI P SMART;91;215,16
0000044202;!STAMPANTE CANON PIXMA TS825;56;163,05
0000044203;!VIDEOPROIETTORE LG PH550G (;84;339,435
0000044204;!<NOTEBOOK LENOVO 81HN00H2IX;54;516
0000044205;!VIDEOPROIETTORE EPSON EB-S0;84;352,605
0000044206;!Monitor V7 L27HAS2K-2E;56;229,545
0000044207;!<ACCESS POINT TP-LINK EAP22;53;67,5
0000044208;!<HARD DISK WD 10 TB WD101KF;33;449,01
0000044209;!VGA HP QUADRO P620 2 GB;51;195
0000044210;!Tastiera Microsoft All-in-O;56;43,335
0000044211;!<MONITOR 15 ELO TOUCH 1515;47;555,525
0000044212;!Monitor LCD LG 23,8 24MP88;56;215,37
00000442129;!NON USARE;69;448,995
0000044213;!Scanner di codici a barre p;56;62,43
0000044214;!NON USARE;56;9
0000044215;!Monitor LCD HP Business S27;56;487,755
0000044216;!<NAS SYNOLOGY DS119J;53;114,12
0000044217;!<NOTEBOOK LENOVO 81HN00H3IX;54;406,89
0000044218;!<TV LED 49 LG 49UK6300;31;418,41
0000044219;!TV LED 55 LG 55UK6470;31;525
0000044220;!VGA PNY Quadro M2000 4GB;56;489,75
0000044221;!<SMARTPHONE XIAOMI POCOPHON;91;356,43
0000044222;TONER COMPATIBILE SAMSUNG ML;43;13,065
0000044223;!<SMARTPHONE XIAOMI POCOPHON;91;384,225
0000044224;!<SMARTPHONE XIAOMI REDMI 6;91;186,9
0000044225;!<SMARTPHONE XIAOMI REDMI NO;91;186
0000044226;!NAS Server QNAP TS-251B-2G;56;298,62
0000044227;HARD DISK SEAGATE 2 TB ST200;33;57,54
0000044228;MB MSI MPG Z390 GAMING PLUS;35;128,295
0000044229;!Cavo Adattatore Mini Displa;56;43,59
0000044230;!Monitor LCD Touchscreen HP;56;338,79
0000044231;!<PC DELL VOSTRO 3470 SFF  M;13;492,165
0000044232;!POWER SUPPLYBE QUIET PURE P;56;54,51
0000044233;!CPU AMD RYZEN THREADRIPPER;56;1219,245
0000044234;!PC Dell All In One  OPTIPLE;56;1170,03
0000044235;!NOTEBOOK DELL INS5770;56;1232,76
0000044236;!MB ASUS TUF Z370-PLUS GAMIN;35;190,5
0000044237;!>PC INTEL NUC BOXNUC7I3BNHX;13;287,7
0000044238;!Manutenzione cartuccia Epso;56;39,09
0000044239;!Monitor LCD Hanns-G HE195AN;56;74,25
0000044240;!Tastiera e mouse Logitech M;56;67,305
0000044241;!Mouse Microsoft 3600 BlueTr;56;33,855
0000044242;!Mouse Trackball Logitech M5;56;85,71
0000044243;!%PC DELL 990 SFF I3-2100 4G;13;98,37
0000044244;!%PC DELL 3010 DT RICONDIZIO;13;113,775
0000044245;!PC HP PRO 6300 SFF RICONDIZ;71;113,775
0000044246;!PC ALL IN ONE Acer Aspire C;56;863,25
0000044247;!%PC DELL 3010 SFF RICONDIZI;13;113,775
0000044248;!%PC FUJITSU E9900 RICONDIZI;13;126,105
0000044249;!%PC DELL 7010 DT RICONDIZIO;13;129,18
0000044250;!<PC HP 290 G2 (4DA05EA);13;431,085
0000044251;!PC HP 260 G3 (4VG00EA);13;314,4
0000044252;!<PC HP 400 G3 2KL16EA;81;834,99
0000044253;!<NOTEBOOK HP 250 G6 (3QM21E;54;397,35
0000044254;!NOTEBOOK APPLE MACBOOK AIR;54;1552,425
0000044255;%MACCHINA DEL CAFFE' TERMOZE;55;86,28
0000044256;!TERMOVENTILATORE TERMOZETA;55;26,67
0000044257;TERMOVENTILATORE TERMOZETA P;55;25,95
0000044258;TERMOVENTILATORE TERMOZETA;55;20,34
0000044259;!<SMARTPHONE HUAWEI HONOR 9;91;245,7
0000044260;!SMARTPHONE LG K9 BLACK;91;108,51
0000044261;!<SMARTPHONE SAMSUNG GALAXY;91;229,335
0000044262;!MONITOR ASUS VZ279HE-W;56;203,85
0000044263;!Kit codici a barre datalogi;56;197,265
0000044264;!Router Cisco RV340 RV340-K9;56;200,4
0000044265;!SCANNER HP Pro 3500;56;410,805
0000044266;!Stand per lavagna Samsung;56;729,255
0000044267;!Display 43 per Digital Sig;56;674,775
0000044268;!ALIMENTATORE CORSAIR AX1600;56;524,25
0000044269;!<PC HP 290 G2 MT 4HR71EA;13;463,155
0000044270;!SMARTPHONE HUAWEI P8 LITE 2;91;196,5
0000044271;!<SMARTPHONE HUAWEI P8 LITE;91;195,375
0000044272;!MB MSI MAG Z390 TOMAHAWK;56;169,47
0000044273;!<MB GIGABYTE GA-Z390-DESIGN;35;319,035
0000044274;!MB Gigabyte GA-Z390-GAMING-;56;136,725
0000044275;HARD DISK SSD KINGSTON 960 G;33;103,455
0000044276;!VGA GIGABYTE GV-N1060D5-6GD;51;321
0000044277;!MB GIGABYTE GA-Z390-PRO AOR;35;213,195
0000044278;!Stampante Zebra ZXP Series;56;1107,405
0000044279;!Nastro Zebra YMCKO;56;55,77
0000044280;!TAGLIACAPELLI TERMOZETA 500;55;21,75
0000044281;!codici a barre Datalogic Ma;56;257,43
0000044282;!Batteria DURACELL 2400 mAh;56;17,295
0000044283;!Range Extender D-Link DAP-1;56;53,1
0000044284;!MONITOR LG 24BK550Y-B 23.8;47;155,145
0000044285;!NAS QNAP TS-431X-2G;56;427,635
0000044286;!<SMARTPHONE XIAOMI MI A2 64;91;262,3278
0000044287;!NB ASUS VIVOBOOK N580GD-DM0;56;1342,41
0000044288;!<MONITOR LED 22 BENQ GW228;47;96
0000044289;!TV SAMSUNG 55 UE55NU7400;56;737,925
