CKY_ART;EAN13;MARCA
0000040625;0190199246966;APPLE
0000040635;8058150119075;GIRMI
0000040640;0000000040640;NINTENDO
0000040641;5025232751457;PANASONIC
0000040646;8806098355563;LG
0000040648;5025155028155;DYSON
0000040655;0763649121795;SEAGATE
0000040662;5032037156264;INTEL
0000040671;4250366828572;SIEMENS
0000040672;4034303020447;INTENSO
0000040673;4034303022823;INTENSO
0000040674;8432406160040;BLACK&DECKER
0000040677;8717185449365;STRONG
0000040679;8004032110838;ARDES
0000040681;6935364099978;TP-LINK
0000040682;6935364041250;TP-LINK
0000040684;6935364083830;TP-LINK
0000040685;6935364084097;TP-LINK
0000040686;6935364040437;TP-LINK
0000040687;6935364080822;TP-LINK
0000040688;6935364085421;TP-LINK
0000040689;6935364086787;TP-LINK
0000040690;8016637001107;ELETTROCASA SRL
0000040692;4718017557450;ASUS
0000040693;8015908739213;BRONDI
0000040696;8013440330165;FOPPAPEDRETTI
0000040698;0193015506749;HP
0000040699;4719072646196;MSI
0000040700;8033779049583;SAMSUNG
0000040701;8801643732059;SAMSUNG
0000040706;0000000040706;SAMSUNG
0000040709;4710562241310;GAINWARD
0000040718;8806098532537;LG
0000040719;6901443334063;HUAWEI
0000040726;0192545884440;HP
0000040729;8719706002585;SEAGATE
0000040732;6925281918926;JBL
0000040733;8806098407996;LG
0000040734;0194721534163;HP
0000040742;5011423179636;KENWOOD
0000040744;0194441502503;HP
0000040748;5035226122446;ELECTRONIC ARTS
0000040752;8007842774573;INDESIT
0000040753;8007842774566;INDESIT
0000040754;8007842691498;INDESIT
0000040755;8007842769708;INDESIT
0000040756;8007842773149;INDESIT
0000040757;4242002995076;BOSCH
0000040758;4242002996950;BOSCH
0000040759;8806085341531;SAMSUNG
0000040760;8007842873689;INDESIT
0000040761;8033779049606;SAMSUNG
0000040762;8809484671148;LG
0000040767;0193905452453;HP
0000040769;6912867774267;ARIELLI
0000040770;6912867774274;ARIELLI
0000040771;6912867774298;ARIELLI
0000040772;5030947123475;ELECTRONIC ARTS
0000040773;8713439158625;TRUST
0000040774;8713439166972;TRUST
0000040775;8713439169775;TRUST
0000040776;8713439201796;TRUST
0000040777;8713439203226;TRUST
0000040778;8713439204087;TRUST
0000040779;8713439205213;TRUST
0000040780;8713439207125;TRUST
0000040781;8713439209433;TRUST
0000040782;8713439210446;TRUST
0000040783;8713439211498;TRUST
0000040784;8713439212273;TRUST
0000040785;8713439215083;TRUST
0000040786;8713439215090;TRUST
0000040787;8713439215120;TRUST
0000040788;8713439215250;TRUST
0000040789;8713439215519;TRUST
0000040790;8713439216615;TRUST
0000040791;8713439216653;TRUST
0000040793;8713439219340;TRUST
0000040794;8713439219470;TRUST
0000040795;8713439219494;TRUST
0000040796;8713439221268;TRUST
0000040797;8713439221947;TRUST
0000040798;8713439222463;TRUST
0000040799;8713439222807;TRUST
0000040800;8713439223460;TRUST
0000040801;8713439223477;TRUST
0000040802;8713439223484;TRUST
0000040803;8713439223491;TRUST
0000040804;8713439225259;TRUST
0000040805;8713439225266;TRUST
0000040806;8713439225457;TRUST
0000040807;8713439226928;TRUST
0000040808;8713439227086;TRUST
0000040809;8713439227581;TRUST
0000040810;8713439228441;TRUST
0000040811;8713439228854;TRUST
0000040812;8713439229318;TRUST
0000040813;8713439229462;TRUST
0000040814;8713439229882;TRUST
0000040815;8713439230840;TRUST
0000040816;8713439232776;TRUST
0000040817;8713439232875;TRUST
0000040818;8713439232912;TRUST
0000040819;8713439233698;TRUST
0000040820;8713439233704;TRUST
0000040821;8713439235074;TRUST
0000040822;8713439238228;TRUST
0000040823;0000000040823;LENOVO
0000040824;0193638311539;LENOVO
0000040825;0193638352006;LENOVO
0000040826;8050539802714;PUROGEL
0000040827;0718037869438;WESTERN DIGITAL
0000040828;0718037870212;WESTERN DIGITAL
0000040829;4718017402415;ASUS
0000040831;0711719941705;SONY
0000040832;7636490067570;SEAGATE
0000040833;6901443329793;HUAWEI
0000040836;0193808198854;HP
0000040837;0045496425463;NINTENDO
0000040839;0045496420178;NINTENDO
0000040840;8015908736113;BRONDI
0000040841;8015908740707;BRONDI
0000040842;8015908750003;BRONDI
0000040843;8015908740103;BRONDI
0000040844;8015908750713;BRONDI
0000040845;8015908760507;BRONDI
0000040846;8806090158315;SAMSUNG
0000040847;8806090248375;SAMSUNG
0000040848;8806090265259;SAMSUNG
0000040849;6971914087163;REALME
0000040850;6971914087156;REALME
0000040851;8806098405671;LG
0000040852;8801643718183;SAMSUNG
0000040853;8715946649733;EPSON
0000040854;8715946665160;EPSON
0000040857;4549292149753;CANON
0000040858;8716309109130;MAXXTER
0000040860;0840006607595;CORSAIR
0000040861;4719072606084;MSI
0000040862;4719072606107;MSI
0000040863;4717964396532;THERMALTAKE
0000040864;6936487314467;ARIELLI
0000040865;6936487314214;ARIELLI
0000040866;6936487314474;ARIELLI
0000040867;0840006607519;CORSAIR
0000040868;0840006607557;CORSAIR
0000040869;0840006609063;CORSAIR
0000040870;0840006610274;CORSAIR
0000040871;0840006610311;CORSAIR
0000040872;0840006610359;CORSAIR
0000040873;0840006609919;CORSAIR
0000040874;0840006609957;CORSAIR
0000040875;0193638351344;LENOVO
0000040876;4718017594998;ASUS
0000040877;4718017595025;ASUS
0000040878;8055519900473;DIDIESSE
0000040879;8806098550340;LG
0000040880;5055862326220;TOSHIBA
0000040881;0842776102348;GOOGLE
0000040882;6901443375769;HUAWEI
0000040883;6901443375776;HUAWEI
0000040884;4052792047127;LOGILINK
0000040885;0711719753414;SONY
0000040888;0190781167662;HP
0000040890;8002829809880;MAJESTIC
0000040891;8002829811555;MAJESTIC
0000040892;0193386748472;LENOVO
0000040893;8056420112696;MAXTECH
0000040894;8056420112719;MAXTECH
0000040895;4522135454251;HIMAX
0000040896;4905524731897;SONY
0000040897;4905524727685;SONY
0000040898;4905524731903;SONY
0000040899;5901878508146;QOLTEC
0000040900;4548736039803;SONY
0000040901;4548736039797;SONY
0000040903;0193808252983;HP
0000040904;4718017595049;ASUS
0000040906;0730143309479;AMD
0000040907;0194721929051;HP
0000040908;8000836521092;MUSTER&DIKSON
0000040912;6901443250417;HUAWEI
0000040913;6901443310050;HUAWEI
0000040914;0190781429401;HP
0000040915;8715946665269;EPSON
0000040916;8715946665603;EPSON
0000040917;8801643784270;SAMSUNG
0000040918;0193015105393;HP
0000040919;6901443334032;HUAWEI
0000040921;0194721665706;HP
0000040922;0193015507258;HP
0000040924;0193015506992;HP
0000040925;4719331804374;GIGABYTE
0000040926;0194441234206;HP
0000040927;0190781062004;HP
0000040928;6941059602200;XIAOMI
0000040929;0193905862993;HP
0000040930;0194552052294;LENOVO
0000040931;4718017403702;ASUS
0000040932;0194721892584;HP
0000040933;0194632040685;LENOVO
0000040934;4063872075909;FUJITSU
0000040935;0194552052300;LENOVO
0000040937;5397184092545;DELL
0000040938;0194850687013;HP
0000040939;0194721665768;HP
0000040940;0192940573901;LENOVO
0000040942;0194632314564;LENOVO
0000040943;6971529345030;BOLVA
0000040944;0193386450160;LENOVO
0000040945;0194441349405;HP
0000040946;0840006609834;CORSAIR
0000040947;0840006609872;CORSAIR
0000040948;0843591019132;CORSAIR
0000040949;8806098355105;LG
0000040951;0193386048015;LENOVO
0000040952;8099999001473;TECHMADE
0000040953;4713392051395;ACER
0000040954;6901443382323;HUAWEI
0000040955;6901443382316;HUAWEI
0000040958;8801643667061;SAMSUNG
0000040959;8801643667078;SAMSUNG
0000040964;6936487314382;ARIELLI
0000040965;6936487314511;ARIELLI
0000040966;6936487314504;ARIELLI
0000040967;0194632314557;LENOVO
0000040968;8032539914628;ITEK
0000040969;8032539914635;ITEK
0000040970;0193638370017;LENOVO
0000040971;8032539910828;ITEK
0000040973;6941428113177;GLAMOUR
0000040980;4710562241570;PALIT
0000040982;0194721830753;HP
0000040983;0193386370635;LENOVO
0000040984;0193808723483;HP
0000040985;4719072622749;MSI
0000040986;0194632350739;LENOVO
0000040988;0000000040988;KTX
0000040992;4718017477253;ASUS
0000040995;4711174723447;SYNOLOGY
0000040998;4719512069882;COOLERMASTER
0000040999;6912867774328;ARIELLI
0000041000;6936487314528;ARIELLI
0000041001;4712900744118;ASUS
0000041002;4718017389662;ASUS
0000041005;8099990143684;TECHMADE
0000041006;8099990143691;TECHMADE
0000041007;4718017020435;ASUS
0000041009;4718017309561;ASUS
0000041012;4718017595001;ASUS
0000041014;6971529344057;BOLVA
0000041016;6971529343135;BOLVA
0000041017;0730143309950;AMD
0000041018;8056746661434;AKAI
0000041019;5055060949764;CAPCOM
0000041021;0193268442931;LENOVO
0000041022;0718037861036;WESTERN DIGITAL
0000041023;0000000041023;SAMSUNG
0000041024;0884938428217;PIONEER
0000041026;4719512084762;COOLERMASTER
0000041027;0718037866826;WESTERN DIGITAL
0000041029;8056746661816;AKAI
0000041030;8056746661731;AKAI
0000041031;8053251525930;AKAI
0000041032;8053251525893;AKAI
0000041033;4719331807689;GIGABYTE
0000041034;8020334327965;OLIVETTI
0000041035;6934177705083;XIAOMI
0000041036;6934177708022;XIAOMI
0000041038;0718037855684;WESTERN DIGITAL
0000041041;4719072531225;MSI
0000041043;4016032441250;DIGITUS
0000041045;8032539914031;ITEK
0000041046;8032539914932;ITEK
0000041047;8032539914895;ITEK
0000041048;8056157880455;ITEK
0000041049;8032539914567;ITEK
0000041050;4719512095256;COOLERMASTER
0000041051;8056157880196;ITEK
0000041052;8056157880172;ITEK
0000041053;4719512049587;COOLER MASTER
0000041055;4710180232035;ACER
0000041057;8806090269127;SAMSUNG
0000041058;8806090379079;SAMSUNG
0000041059;0806891190413;MACH POWER
0000041060;0806891190420;MACH POWER
0000041061;0806891190444;MACH POWER
0000041065;8021183016987;OLIMPIA SPLENDID
0000041066;8690842108266;BEKO
0000041067;0000000041067;XTREME
0000041069;8019101723413;ZEPHIR
0000041070;8019101719058;ZEPHIR
0000041071;8021183993080;OLIMPIA SPLENDID
0000041072;0000000041072;OLIMPIA SPLENDID
0000041073;8053013731777;HOWELL
0000041074;8008523006709;JOHNSON
0000041075;8019101720887;ZEPHIR
0000041076;8018474523811;HOWELL
0000041077;8018474523750;HOWELL
0000041078;0194778924719;LENOVO
0000041080;0718037835570;WESTERN DIGITAL
0000041082;8716309102643;TECHMADE
0000041084;8716309097512;TECHMADE
0000041085;0194552512439;LENOVO
0000041086;8028815120005;VINCO
0000041087;4718017594974;ASUS
0000041088;4710180958850;ACER
0000041090;0711719410478;NAUGHTY DOG
0000041091;8806090248320;SAMSUNG
0000041093;4034303017546;INTENSO
0000041094;8806085481671;SAMSUNG
0000041095;8015439184018;KARMA
0000041096;0045496430566;NINTENDO
0000041097;0812313015707;GIOTECK
0000041098;0812313015721;GIOTECK
0000041099;0812313015745;GIOTECK
0000041100;0812313010528;GIOTECK
0000041101;0812313010542;GIOTECK
0000041102;5032037187138;INTEL
0000041103;5032037187077;INTEL
0000041104;5032037187114;INTEL
0000041105;5032037187091;INTEL
0000041106;5032037188722;INTEL
0000041107;5032037188609;INTEL
0000041108;5032037188661;INTEL
0000041109;5032037171717;INTEL
0000041110;4718017557542;ASUS
0000041111;4718017569675;ASUS
0000041112;8015439201159;KARMA
0000041113;8002976930208;HIGRADE
0000041114;4718017699730;ASUS
0000041116;4718017595032;ASUS
0000041117;4260557511152;TOSHIBA
0000041121;4260052187920;BE QUIET
0000041123;6941059637608;XIAOMI
0000041124;6941059637639;XIAOMI
0000041125;0835168001213;INNO3D
0000041126;8806098702879;LG
0000041127;0194721531230;HP
0000041128;4710180671216;ACER
0000041129;0194850055133;HP
0000041130;0194552222314;LENOVO
0000041131;0193905823666;HP
0000041132;0194721531322;HP
0000041133;0194632996043;LENOVO
0000041134;0194850462061;HP
0000041135;0000000041135;HP
0000041138;8806098700424;LG
0000041141;4719331305505;GIGABYTE
0000041142;4711246870451;THERMALTAKE
0000041143;0000000041143;KTX
0000041144;4710180671308;ACER
0000041145;4710180671193;ACER
0000041147;8806090509469;SAMSUNG
0000041148;8806090419065;SAMSUNG
0000041149;8806090419164;SAMSUNG
0000041150;8806090418976;SAMSUNG
0000041151;6941059643760;XIAOMI
0000041152;8058150341551;R MOVE
0000041153;6970244526823;XIAOMI
0000041154;5630358134536;AUX
0000041155;5630358134499;AUX
0000041156;6912867774335;ARIELLI
0000041157;0634442853339;KTX
0000041158;0634442854664;KTX
0000041159;6936487314603;ARIELLI
0000041160;6936487314597;ARIELLI
0000041163;0740617300253;KINGSTON
0000041164;6901443300389;HUAWEI
0000041165;6901443396962;HUAWEI
0000041166;6901443375783;HUAWEI
0000041167;6941399012042;REALME
0000041168;6941399012011;REALME
0000041169;6941399012028;REALME
0000041170;6941399012059;REALME
0000041171;6941399011298;REALME
0000041172;6941399011281;REALME
0000041173;6941399012561;REALME
0000041179;6901443357079;HUAWEI
0000041180;8099990143646;TECHMADE
0000041181;8099990143011;TECHMADE
0000041182;0194632828085;LENOVO
0000041187;0766907975420;VIEWSONIC
0000041195;4719072722340;MSI
0000041196;6941059643746;XIAOMI
0000041198;8056746662615;AKAI
0000041204;8050040582495;MEMOTAK
0000041205;8050040582518;MEMOTAK
0000041207;0740617300161;KINGSTON
0000041208;0740617300116;KINGSTON
0000041209;8055519900046;DIDIESSE
0000041210;8055519900619;DIDIESSE
0000041211;8055519900565;DIDIESSE
0000041212;4719692013460;G.SKILL
0000041213;6971529343456;BOLVA
0000041214;6971529343241;BOLVA
0000041216;0193905822713;HP
0000041218;0718037858425;WESTERN DIGITAL
0000041219;4977766753388;BROTHER
0000041220;4977766782838;BROTHER
0000041221;4977766790352;BROTHER
0000041224;0813097020543;VIVITEK
0000041225;8006023275694;MELICONI
0000041226;8053013731340;HOWELL
0000041227;6971529346532;BOLVA
0000041228;8005113001229;STUBE
0000041229;8002829804595;MAJESTIC
0000041231;8019101721761;ZEPHIR
0000041232;0711719340003;NAUGHTY DOG
0000041233;8004399921719;DE LONGHI
0000041235;8021098770554;BRAUN
0000041236;8021098770288;BRAUN
0000041242;4719512075074;COOLER MASTER
0000041243;0740617295481;KINGSTON
0000041244;0740617295504;KINGSTON
0000041245;4718009156807;AEROCOOL
0000041246;4718009156319;AEROCOOL
0000041247;4718009159280;AEROCOOL
0000041249;8053013732101;HOWELL
0000041250;8018474524399;HOWELL
0000041251;8018474523491;HOWELL
0000041252;8018474522319;HOWELL
0000041256;0000000041256;KTX
0000041257;8806090483783;SAMSUNG
0000041258;8806090483660;SAMSUNG
0000041259;8806090483899;SAMSUNG
0000041260;0740617293395;KINGSTON
0000041263;8806090331404;SAMSUNG
0000041266;5025232814497;PANASONIC
0000041267;4719072722005;MSI
0000041268;6932849433258;TENDA
0000041270;6932849433319;TENDA
0000041271;6932849433401;TENDA
0000041272;4023125028854;AVM
0000041273;8806090342936;SAMSUNG
0000041274;8801643773052;SAMSUNG
0000041276;3660619404674;LACIE
0000041277;4023125028861;AVM
0000041278;0718037856254;WESTERN DIGITAL
0000041280;4719072682040;MSI
0000041281;8019101711090;ZEPHIR
0000041285;5031713053606;OKI
0000041291;0711719962502;SONY
0000041293;4250366853871;SIEMENS
0000041296;0000000041296;4NET
0000041303;8004399282292;DE LONGHI
0000041309;5706991014839;JABRA
0000041312;8806098599349;LG
0000041318;6941059643470;XIAOMI
0000041319;8018474523743;HOWELL
0000041321;0649528790088;CRUCIAL
0000041323;4713294224378;G.SKILL
0000041324;4044951026685;SHARKOON
0000041325;0193386834625;LENOVO
0000041326;0193015507128;HP
0000041327;6970959647134;KARMA
0000041328;6970959647134;KARMA
0000041329;8015439002657;KARMA
0000041330;8015439998301;KARMA
0000041331;8015439302528;KARMA
0000041332;8015439302535;KARMA
0000041333;8806098110193;LG
0000041336;0711719755517;SONY
0000041340;6941059633686;XIAOMI
0000041341;8003705116474;ARIETE
0000041345;4250366853116;SIEMENS
0000041346;0193424191376;HP
0000041350;0000000041350;ARIELLI
0000041351;6912867774373;ARIELLI
0000041354;4710483931246;ASROCK
0000041358;4719072718978;MSI
0000041360;4719072721992;MSI
0000041364;6971529342268;BOLVA
0000041365;6971529343944;BOLVA
0000041372;8013557618828;ARGO
0000041373;0193424632206;HP
0000041375;0766907905113;VIEWSONIC
0000041377;3838883636149;R COPY
0000041380;8806090347252;SAMSUNG
0000041381;8033638103456;COMFEE
0000041382;6938595301124;DEVIA
0000041383;6952898001963;DEVIA
0000041384;6938595329500;DEVIA
0000041385;0740617298727;KINGSTON
0000041386;8054392613876;EWENT
0000041388;0835168000865;INNO3D
0000041390;4710562241402;GAINWARD
0000041391;0765441605251;TEAM GROUP
0000041392;4719072718930;MSI
0000041393;0065030788847;STARTECH
0000041394;8099990140379;TECHMADE
0000041395;8099990142779;TECHMADE
0000041396;8099990142762;TECHMADE
0000041397;8099990142786;TECHMADE
0000041398;4713294220462;G.SKILL
0000041400;6970443216723;EZVIZ
0000041401;4719072678661;MSI
0000041402;4718009152168;AEROCOOL
0000041406;4719072716158;MSI
0000041407;4719331808853;GIGABYTE
0000041411;6938595325380;DEVIA
0000041413;6971529343739;BOLVA
0000041414;4713294224415;G.SKILL
0000041415;6936487314443;ARIELLI
0000041416;6936487314573;ARIELLI
0000041417;5630358134529;AUX
0000041418;5630358134543;AUX
0000041422;0718037861074;WESTERN DIGITAL
0000041423;5099206086869;LOGITECH
0000041424;8032539914611;ITEK
0000041426;4719072630300;MSI
0000041427;8054529257041;DAHLIA
0000041429;6901443250448;HUAWEI
0000041431;6936487314481;ARIELLI
0000041432;8806090392566;SAMSUNG
0000041433;6935364084103;TP-LINK
0000041435;4034303025916;INTENSO
0000041437;0835168001220;INNO3D
0000041439;8003705114883;ARIETE
0000041440;4719072687137;MSI
0000041441;6934177706370;XIAOMI
0000041442;0193424057160;HP
0000041443;4713436172208;POWERCOLOR
0000041455;8008523010690;JOHNSON
0000041456;0000000041456;4NET
0000041458;6941059642251;XIAOMI
0000041461;6941059642237;XIAOMI
0000041462;6941059642244;XIAOMI
0000041466;4719072718985;MSI
0000041473;8018474522142;HOWELL
0000041478;4895106288355;SAPPHIRE
0000041479;4712900824308;ASUS
0000041482;4718017578271;ASUS
0000041483;0649528821553;CRUCIAL
0000041487;8990912123459;KTX
0000041488;8990912123466;KTX
0000041489;8996573331097;KTX
0000041490;8996573331882;KTX
0000041491;4719331304416;GIGABYTE
0000041495;8806090509506;SAMSUNG
0000041498;8806090389818;SAMSUNG
0000041502;5397184346242;DELL
0000041505;8015908738124;BRONDI
0000041513;8028153108192;TERMOZETA
0000041514;8028153104507;TERMOZETA
0000041515;8028153096949;TERMOZETA
0000041516;8001064751046;TERMOZETA
0000041517;8028153103616;TERMOZETA
0000041518;3701123935428;KARMA
0000041519;3701123935411;KARMA
0000041520;4044951026555;SHARKOON
0000041521;0000000041521;MEMOTAK
0000041522;0000000041522;MEMOTAK
0000041523;0000000041523;MEMOTAK
0000041524;6912867774366;ARIELLI
0000041525;8050040585151;MEMOTAK
0000041526;4044951026562;SHARKOON
0000041533;4718017774413;ASUS
0000041534;0889842468199;MICROSOFT
0000041538;8806090391569;SAMSUNG
0000041539;6936487314580;ARIELLI
0000041541;8806090389795;SAMSUNG
0000041544;8806098693580;LG
0000041545;6901443323647;HUAWEI
0000041546;0730143312646;AMD
0000041547;0000000041547;ITEK
0000041548;5055862325728;TOSHIBA
0000041549;6971529341964;BOLVA
0000041550;0193015105379;HP
0000041551;4718009156326;AEROCOOL
0000041552;4718009158047;AEROCOOL
0000041553;4718009158573;AEROCOOL
0000041554;4718009159266;AEROCOOL
0000041557;6971408151110;XIAOMI
0000041558;6971408151097;XIAOMI
0000041559;8052780300919;VULTECH
0000041560;8028400038166;LINK
0000041562;0000000041562;HP
0000041564;8099990143578;TECHMADE
0000041565;8099990143561;TECHMADE
0000041568;4718017558587;ASUS
0000041569;8713439241006;TRUST
0000041573;8806090350405;SAMSUNG
0000041574;5032037189163;INTEL
0000041576;8388776581179;TECNO
0000041578;0194632871739;LENOVO
0000041581;4718937571840;ZYXEL
0000041582;0649528903501;CRUCIAL
0000041584;4719072728625;MSI
0000041591;6940056176332;RAPOO
0000041592;8056746662257;AKAI
0000041593;8056746662271;AKAI
0000041594;8056746662653;AKAI
0000041595;8056746661809;AKAI
0000041596;0000000041596;TERMOZETA
0000041597;0000000041597;TERMOZETA
0000041598;0000000041598;TERMOZETA
0000041599;8028153109526;TERMOZETA
0000041600;8715946540504;EPSON
0000041601;8099990143721;TECHMADE
0000041606;7636490078248;SEAGATE
0000041607;8806098693658;LG
0000041608;4718017542739;ASUS
0000041612;8806098699384;LG
0000041614;4718017594981;ASUS
0000041615;4718017753814;ASUS
0000041616;4718017753821;ASUS
0000041618;8806090391545;SAMSUNG
0000041619;8806090391910;SAMSUNG
0000041620;0740617305234;KINGSTON
0000041621;0740617305302;KINGSTON
0000041622;0740617305371;KINGSTON
0000041623;0740617306170;KINGSTON
0000041624;0740617306354;KINGSTON
0000041625;0740617306422;KINGSTON
0000041626;0740617306668;KINGSTON
0000041630;8002976079822;NVS
0000041631;8028400041685;LINK
0000041632;8015439488888;KARMA
0000041633;0000000041633;HUAWEI
0000041634;8028400060884;LINK
0000041635;8028400060891;LINK
0000041636;0649528903488;CRUCIAL
0000041637;5032037159968;INTEL
0000041638;0649528903563;CUCIAL
0000041639;0889842199604;MICROSOFT
0000041641;4719072731885;MSI
0000041642;0806891190307;MACH POWER
0000041643;8806090392016;SAMSUNG
0000041645;8099990143431;TECHMADE
0000041646;8099990143424;TECHMADE
0000041647;8099990143448;TECHMADE
0000041649;8713439225877;TRUST
0000041650;8713439223927;TRUST
0000041651;8713439231847;TRUST
0000041652;8713439229721;TRUST
0000041653;8713439212310;TRUST
0000041654;8713439217131;TRUST
0000041655;8713439207095;TRUST
0000041656;8713439227642;TRUST
0000041657;8713439227673;TRUST
0000041658;8713439202243;TRUST
0000041659;8713439212457;TRUST
0000041660;8713439146561;TRUST
0000041661;8713439228670;TRUST
0000041662;0195235833797;LENOVO
0000041664;0740617296297;KINGSTON
0000041665;6941059634621;XIAOMI
0000041666;6941059643784;XIAOMI
0000041667;6941059643890;XIAOMI
0000041668;6941059643463;XIAOMI
0000041669;6941059643487;XIAOMI
0000041670;6941059646129;XIAOMI
0000041671;6941059646105;XIAOMI
0000041672;6941059643456;XIAOMI
0000041673;0000000041673;LENOVO
0000041674;4713436171898;POWERCOLOR
0000041675;4719072728632;MSI
0000041676;4719072658694;MSI
0000041677;4717677338010;ASROCK
0000041679;8056746660109;AKAI
0000041680;6971529342220;BEA
0000041682;4719072697297;MSI
0000041683;4713213516805;QNAP
0000041684;4713213516799;QNAP
0000041687;8022804020840;XTREME
0000041688;8022804000972;XTREME
0000041689;8052780305501;ISIWI
0000041690;8052780305518;ISIWI
0000041691;8052780305525;ISIWI
0000041692;8052780305532;ISIWI
0000041693;8052780305549;ISIWI
0000041694;0000000041694;ISIWI
0000041695;8023389476688;GBC
0000041697;4719072730703;MSI
0000041698;4713436172338;POWERCOLOR
0000041699;4719331809430;GIGABYTE
0000041700;0718037872346;WESTERN DIGITAL
0000041701;0045496426699;NINTENDO
0000041703;4710483930751;ASROCK
0000041704;5032037188746;INTEL
0000041707;4895106287693;SAPPHIRE
0000041709;0889894212436;HP
0000041710;4713436171911;POWERCOLOR
0000041712;4718017670258;ASUS
0000041713;4718017594950;ASUS
0000041717;6932849409253;TENDA
0000041718;8032539912174;ITEK
0000041720;4711174723478;SYNOLOGY
0000041721;4719512071007;COOLER MASTER
0000041722;4897006078937;MANLI
0000041725;4719331809515;GIGABYTE
0000041726;4719072729356;MSI
0000041727;4719072730413;MSI
0000041732;6941059633921;XIAOMI
0000041733;6941059643449;XIAOMI
0000041736;5397184409374;DELL
0000041737;5099206092563;LOGITECH
0000041739;4719072694326;MSI
0000041743;0195042593358;LENOVO
0000041747;8028400076397;LINK
0000041750;4719072717100;MSI
0000041753;0806891190482;MACH POWER
0000041754;0000000041754;MACH POWER
0000041756;8806090347313;SAMSUNG
0000041757;0885370353419;MICROSOFT
0000041758;4719072730376;MSI
0000041759;6940017313264;HKC
0000041760;0718037871899;WESTERN DIGITAL
0000041761;0718037870281;WESTERN DIGITAL
0000041762;0718037870168;WESTERN DIGITAL
0000041767;8806091999238;LG
0000041769;8058150341575;R MOVE
0000041770;8058150341544;R MOVE
0000041772;8058150341506;R MOVE
0000041773;0840006607632;CORSAIR
0000041774;0000000041774;MACH POWER
0000041775;0000000041775;MACH POWER
0000041777;4977766790130;BROTHER
0000041778;8713439165357;TRUST
0000041779;8715946664781;EPSON
0000041781;0817882029698;UBIQUITI
0000041782;4719072733698;MSI
0000041785;4719331809416;GIGABYTE
0000041786;8033779053764;XIAOMI
0000041787;8058150341452;R MOVE
0000041788;0649528903549;CRUCIAL
0000041796;6941059651574;XIAOMI
0000041797;6941059643036;XIAOMI
0000041798;6941059639992;XIAOMI
0000041799;8032325301694;XIAOMI
0000041800;8719706002691;SEAGATE
0000041801;8718863024126;PHILIPS
0000041804;4710180759389;ACER
0000041805;4718017671620;ASUS
0000041806;3700804166427;KARMA
0000041808;4710180956757;ACER
0000041809;8056746663056;AKAI
0000041810;8056746661250;AKAI
0000041811;0789011249843;TECHNEMA
0000041812;5030917290961;ACTIVISION BLIZZARD
0000041814;4719512095546;COOLERMASTER
0000041815;0840006604341;CORSAIR
0000041816;4710483931314;ASROCK
0000041817;5030943124421;ELECTRONIC ARTS
0000041818;0190017376868;HP
0000041819;8007403040178;IMETEC
0000041821;8435256896831;AIWA
0000041824;0195042546675;LENOVO
0000041825;8806098785445;LG
0000041826;0194552945404;LENOVO
0000041827;0194552945381;LENOVO
0000041828;8806098659807;LG
0000041829;8806090389948;SAMSUNG
0000041831;0194441901481;HP
0000041832;0194441900699;HP
0000041835;5032037172684;INTEL
0000041836;4977766742238;BROTHER
0000041840;8007403117269;IMETEC
0000041841;8013557518890;ARGO
0000041842;8053251527491;AKAI
0000041843;0194850962226;HP
0000041844;8024427016583;TELESYSTEM
0000041845;0649528823427;CRUCIAL
0000041849;4710562241495;PALIT
0000041854;0195042317398;LENOVO
0000041856;8715946653662;EPSON
0000041858;8018474524504;ECM
0000041859;8018474524498;ECM
0000041863;0000000041863;WAYEL
0000041864;0000000041864;WAYEL
0000041865;0195122942427;HP
0000041866;0885370249064;MICROSOFT
0000041867;2074141184989;BLUE
0000041868;8099990143547;TECHMADE
0000041873;0718037863771;WESTERN DIGITAL
0000041876;5397184200698;DELL
0000041877;0740617265378;KINGSTON
0000041879;5397184434208;DELL
0000041882;0193905486571;HP
0000041886;0649528903600;CRUCIAL
0000041890;0195042621372;LENOVO
0000041891;8806090452437;SAMSUNG
0000041892;0195122553661;HP
0000041894;0740617258462;KINGSTON
0000041895;4719072741051;MSI
0000041896;4711174723812;SYNOLOGY
0000041899;0806098689422;LG
0000041900;8806090509483;SAMSUNG
0000041901;8032325301687;XIAOMI
0000041904;4719072627508;MSI
0000041905;4719072691158;MSI
0000041906;4719072699925;MSI
0000041907;4719072701642;MSI
0000041908;4718017605526;ASUS
0000041909;4719072730390;MSI
0000041910;4719331808587;GIGABYTE
0000041912;0195348112888;LENOVO
0000041913;6970959647080;KARMA
0000041914;8015908740905;BRONDI
0000041915;4250366850924;SIEMENS
0000041916;4718017692885;ASUS
0000041917;8716309079501;TECHMADE
0000041921;8052780300834;VULTECH
0000041922;8052780300971;VULTECH
0000041925;0192018958395;HP
0000041926;8806090358319;SAMSUNG
0000041927;8806090358296;SAMSUNG
0000041928;6971529345177;BOLVA
0000041932;0000000041932;KTX
0000041936;8004399142930;DE LONGHI
0000041941;0195042521665;LENOVO
0000041943;8033779054501;SAMSUNG
0000041948;4718755079214;BENQ
0000041949;0195122942359;HP
0000041950;8806090389757;SAMSUNG
0000041953;8033779053856;HUAWEI
0000041954;8033779053849;HUAWEI
